chr,start,end,clus,Ahal_ID,TE_ID,mz161122,mz161206,mz161220,mz170104,mz170131,mz170221,mz170307,mz170321,mz170404,mz170418,mz170502,mz170516,mz170530,mz170613,mz170627,mz170710,mz170725,mz170808,mz170822,mz170905,mz170919,mz171003,mz171017,mz171031,mz171113,mz171128,mz171212,mz171225,mz180109,mz180123,mz180206,mz180220,mz180306,mz180320,mz180403,mz180417,mz180501,mz180515,mz180529,mz180612,mz180626,mz180710,mz180724,mz180807,mz180821,mz180903,mz180918,mz181001,mz181016,mz181030,mz181113,mz181127
scaffold_1,47851,48000,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,48001,48150,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,48151,48300,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,I2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,48301,48450,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,48451,48600,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,48601,48750,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,48751,48900,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,48901,49050,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,49051,49200,E2,g00011,rnd-5_family-4624:000020,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,49201,49350,E2,g00011,rnd-5_family-4624:000020,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,49351,49500,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,49501,49650,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,49651,49800,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,49801,49950,E2,g00011,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E2,E2,E2,E2,E2
scaffold_1,49951,50100,E2,g00011,,E2,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,50101,50250,E1,g00011,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,50251,50400,E1,g00011,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,50401,50550,E1,g00011,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,50551,50700,E1,g00011,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,50701,50850,E1,g00011,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,50851,51000,E1,,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,I2,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,51001,51150,I1,,rnd-4_family-1595:000021,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1
scaffold_1,51151,51300,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
scaffold_1,51301,51450,H1,,rnd-4_family-1595:000022,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,N,H1,H1,H1,H1,H1,H1,N,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1
scaffold_1,51451,51600,H1,,rnd-4_family-1595:000022,H1,N,N,N,N,N,N,H1,H1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,H1,H1,H1,N,N,N
scaffold_1,51601,51750,I1,,rnd-4_family-1595:000022,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1
scaffold_1,51751,51900,I1,,,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I1,I1,I1,I1,I1,I1,I1,I1
scaffold_1,51901,52050,I1,,rnd-5_family-271:000023,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I1,I1,I1,I1,I1,I1,I1
scaffold_1,52051,52200,I1,,rnd-5_family-271:000023,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1
scaffold_1,52201,52350,I1,,rnd-5_family-271:000023,I1,H1,H1,I1,I1,I1,I1,I1,H2,H2,H2,H2,H2,H2,H2,H2,H2,H1,H2,H1,H1,H1,H1,H1,I1,I1,H1,H1,H1,H1,H1,I1,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,I1,I1,I1,I1,I1,H1,H1
scaffold_1,52351,52500,I1,,,I1,I1,I1,H1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,I1,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,H2,I1,I1,I1,H1,H1,H1
scaffold_1,52501,52650,I1,,,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,I1,F1,I1,I1,I1,I1,I1,I1,I1,H2,I1,I1,H2,H2,H2,H2,F1,H2,H2,F1,F1,F1,I1,I1,I1,I1,I1,I1,I1,I1,I1
scaffold_1,52651,52800,I1,,,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,I1,I1,F1,F1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,I1,F1,F1,F1,F1,F1,F1,F1,I1,I1,I1,I1,I1,I1,I1
scaffold_1,52801,52950,F1,,,F1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,F1,F1,F1,F1,I1,I1,I1,I1,F1,I1
scaffold_1,52951,53100,F1,,,F1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,F1,I1,I1,I1,I1,I1,I1,H1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,H1,H1
scaffold_1,53101,53250,F1,,,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1
scaffold_1,53251,53400,F1,,,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F2,F2,F2,F2,F2,F1,F1,F1,F1,F2,F1,F1,F1,F1,F1,F1,F1
scaffold_1,53401,53550,F2,,,F2,F1,F1,F1,F1,F1,F1,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F1,F1,F1,F1,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F1
scaffold_1,53551,53700,F2,,,F2,F1,F2,F1,F1,F1,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2
scaffold_1,53701,53850,F2,,,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2
scaffold_1,53851,54000,F1,,,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1
scaffold_1,54001,54150,F1,,,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F2,F2,F2,F2,F2,F1,F2,F2,F1,F1,F1,F1,F1,F1,F1,F1,F1
scaffold_1,54151,54300,F1,,,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F2,F2,F2,F2,F2,I2,F1,I2,F1,I2,I2,F1,F1,F1,F1,F1,F1,F1
scaffold_1,54301,54450,F1,,,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,I2,I2,I2,I2,F1,F1,F1,F1,F1,F1,F1
scaffold_1,54451,54600,H1,,rnd-5_family-508:000024,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1
scaffold_1,54601,54750,H1,,rnd-5_family-508:000024,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1
scaffold_1,54751,54900,I1,,,I1,F1,F1,F1,F1,F1,F1,F1,F1,F1,I2,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,I2,I2,I2,I2,I2,I2,I2,I2,I2,I1,I1,I1,I1,I1,I1,I1
scaffold_1,54901,55050,I1,g00012,,I1,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,I2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,I2,I2,I2,I2,I2,I2,I2,E2,I2,I2,I2,I2,E2,I1,E2,E2,E2
scaffold_1,55051,55200,E2,g00012,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,I2,I2,I2,I2,E2,I2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,55201,55350,E2,g00012,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E1,E2,E2,E2,E2,E2,E2,E2
scaffold_1,55351,55500,E2,g00012,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E1,E1,E1,E1,E1,E1,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E2
scaffold_1,55501,55650,E1,g00012,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,55651,55800,E1,g00012,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,55801,55950,E1,g00012,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,55951,56100,E1,g00012,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,56101,56250,E1,g00012,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,56251,56400,E1,g00012,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,56401,56550,E1,,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,56551,56700,E1,g00013,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,56701,56850,E1,g00013,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,56851,57000,E1,g00013,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,57001,57150,E1,g00013,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,57151,57300,E1,g00013,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,57301,57450,E1,g00013,,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,57451,57600,E2,g00013,,E2,E2,E2,E2,E2,E2,E2,E2,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E2,E2
scaffold_1,57601,57750,E2,g00013,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E1,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,57751,57900,E2,g00013,,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,57901,58050,E2,g00013,,E2,E2,E2,E2,E2,E2,E2,I2,I2,I2,I2,I2,I2,I2,I2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,I2,I2,I2,I2,I2,I2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,58051,58200,I2,g00013,,I2,E2,E2,E2,E2,E2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,E2,E2,E2,E2
scaffold_1,58201,58350,I1,g00013,,I1,I1,I1,E2,E2,I2,I1,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,E2,E2,E2,E2,E2,E2,E2,I2,I2,E2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I1,I1,I1
scaffold_1,58351,58500,I1,,,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I2,I2,I2,I2,I2,I1,I1,I1,I1,I1,I1,I1
scaffold_1,58501,58650,I1,,,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1
scaffold_1,58651,58800,I1,,,I1,I1,I1,I1,I1,I1,I1,I1,I1,I2,I2,I2,I2,I2,I2,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I1,I1,I1,I1,I1,I1
scaffold_1,58801,58950,F1,,,F1,I1,I1,I1,I1,I1,I1,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,F1,F1,F1,F1,F1,F1,F1,F1,I1,I1,I1,I1,I1,I1,I1,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I1,I1
scaffold_1,58951,59100,I1,,rnd-3_family-4:000025,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,F1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,I1
scaffold_1,59101,59250,N,,rnd-3_family-4:000025,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
scaffold_1,59251,59400,F1,,rnd-3_family-172:000026,F1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,I1,H1,F1,H1,F1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1,F1
